Time (s),X (m),Y (m)
67.60,-9.596,-0.900
67.61,-9.596,-0.905
67.62,-9.596,-0.910
67.63,-9.595,-0.915
67.64,-9.595,-0.920
67.65,-9.595,-0.925
67.65,-9.595,-0.930
67.67,-9.595,-0.935
67.67,-9.594,-0.940
67.68,-9.594,-0.945
67.69,-9.594,-0.950
67.71,-9.594,-0.955
67.71,-9.594,-0.960
67.72,-9.593,-0.965
67.74,-9.593,-0.970
67.75,-9.593,-0.975
67.76,-9.593,-0.980
67.77,-9.593,-0.985
67.78,-9.592,-0.990
67.78,-9.592,-0.995
67.80,-9.592,-1.000
67.81,-9.592,-1.005
67.82,-9.592,-1.010
67.83,-9.591,-1.015
67.84,-9.591,-1.020
67.85,-9.591,-1.025
67.86,-9.591,-1.030
67.87,-9.591,-1.035
67.88,-9.590,-1.040
67.89,-9.590,-1.045
67.90,-9.590,-1.050
67.91,-9.590,-1.055
67.92,-9.589,-1.060
67.93,-9.589,-1.065
67.94,-9.589,-1.070
67.96,-9.589,-1.075
67.96,-9.589,-1.080
67.97,-9.588,-1.085
67.99,-9.588,-1.090
68.00,-9.588,-1.095
68.01,-9.588,-1.100
68.02,-9.587,-1.105
68.03,-9.587,-1.110
68.04,-9.587,-1.115
68.05,-9.587,-1.120
68.06,-9.587,-1.125
68.07,-9.586,-1.130
68.08,-9.586,-1.135
68.09,-9.586,-1.140
68.10,-9.586,-1.145
68.11,-9.585,-1.150
68.12,-9.585,-1.155
68.13,-9.585,-1.160
68.14,-9.585,-1.165
68.15,-9.584,-1.170
68.16,-9.584,-1.175
68.17,-9.584,-1.180
68.18,-9.584,-1.185
68.19,-9.583,-1.190
68.20,-9.583,-1.195
68.21,-9.583,-1.200
68.22,-9.583,-1.205
68.23,-9.582,-1.210
68.24,-9.582,-1.215
68.25,-9.582,-1.220
68.26,-9.582,-1.225
68.27,-9.581,-1.230
68.28,-9.581,-1.235
68.30,-9.581,-1.240
68.31,-9.581,-1.245
68.32,-9.580,-1.250
68.33,-9.580,-1.255
68.34,-9.580,-1.260
68.35,-9.579,-1.265
68.36,-9.579,-1.270
68.37,-9.579,-1.275
68.38,-9.579,-1.280
68.39,-9.578,-1.285
68.40,-9.578,-1.290
68.41,-9.578,-1.295
68.42,-9.578,-1.300
68.43,-9.577,-1.305
68.44,-9.577,-1.310
68.45,-9.577,-1.315
68.46,-9.576,-1.320
68.46,-9.576,-1.325
68.47,-9.576,-1.330
68.49,-9.576,-1.335
68.49,-9.575,-1.340
68.50,-9.575,-1.345
68.51,-9.575,-1.350
68.53,-9.574,-1.355
68.54,-9.574,-1.360
68.55,-9.574,-1.365
68.55,-9.573,-1.370
68.57,-9.573,-1.375
68.57,-9.573,-1.380
68.58,-9.573,-1.385
68.59,-9.572,-1.390
68.61,-9.572,-1.395
68.63,-9.572,-1.400
68.63,-9.571,-1.405
68.64,-9.571,-1.410
68.65,-9.571,-1.415
68.66,-9.570,-1.420
68.67,-9.570,-1.425
68.68,-9.570,-1.430
68.69,-9.569,-1.435
68.70,-9.569,-1.440
68.71,-9.569,-1.445
68.73,-9.568,-1.450
68.74,-9.568,-1.455
68.75,-9.568,-1.460
68.76,-9.567,-1.465
68.77,-9.567,-1.470
68.77,-9.567,-1.474
68.78,-9.566,-1.479
68.79,-9.566,-1.484
68.80,-9.566,-1.489
68.81,-9.565,-1.494
68.82,-9.565,-1.499
68.83,-9.565,-1.504
68.85,-9.564,-1.509
68.86,-9.564,-1.514
68.86,-9.564,-1.519
68.87,-9.563,-1.524
68.89,-9.563,-1.529
68.90,-9.563,-1.534
68.91,-9.562,-1.539
68.92,-9.562,-1.544
68.92,-9.561,-1.549
68.93,-9.561,-1.554
68.95,-9.561,-1.559
68.96,-9.560,-1.564
68.97,-9.560,-1.569
68.98,-9.560,-1.574
68.99,-9.559,-1.579
68.99,-9.559,-1.584
69.01,-9.559,-1.589
69.02,-9.558,-1.594
69.02,-9.558,-1.599
69.03,-9.557,-1.604
69.05,-9.557,-1.609
69.06,-9.557,-1.614
69.07,-9.556,-1.619
69.08,-9.556,-1.624
69.09,-9.555,-1.629
69.11,-9.555,-1.634
69.11,-9.555,-1.639
69.13,-9.554,-1.644
69.13,-9.554,-1.649
69.14,-9.553,-1.654
69.15,-9.553,-1.659
69.17,-9.553,-1.664
69.17,-9.552,-1.669
69.18,-9.552,-1.674
69.19,-9.551,-1.679
69.20,-9.551,-1.684
69.21,-9.551,-1.689
69.23,-9.550,-1.694
69.24,-9.550,-1.699
69.25,-9.549,-1.704
69.26,-9.549,-1.709
69.27,-9.549,-1.714
69.28,-9.548,-1.719
69.29,-9.548,-1.724
69.30,-9.547,-1.729
69.30,-9.547,-1.734
69.31,-9.546,-1.739
69.33,-9.546,-1.744
69.34,-9.545,-1.749
69.36,-9.545,-1.759
69.37,-9.544,-1.764
69.38,-9.544,-1.769
69.39,-9.543,-1.774
69.40,-9.543,-1.779
69.41,-9.542,-1.784
69.42,-9.542,-1.788
69.42,-9.541,-1.793
69.43,-9.541,-1.798
69.45,-9.540,-1.803
69.45,-9.540,-1.808
69.46,-9.540,-1.813
69.48,-9.539,-1.818
69.49,-9.539,-1.823
69.50,-9.538,-1.828
69.51,-9.538,-1.833
69.52,-9.537,-1.838
69.52,-9.537,-1.843
69.54,-9.536,-1.848
69.55,-9.536,-1.853
69.56,-9.535,-1.858
69.57,-9.535,-1.863
69.58,-9.534,-1.868
69.59,-9.534,-1.873
69.60,-9.533,-1.878
69.61,-9.533,-1.883
69.62,-9.532,-1.888
69.63,-9.532,-1.893
69.64,-9.531,-1.898
69.64,-9.531,-1.903
69.66,-9.530,-1.908
69.67,-9.530,-1.913
69.68,-9.529,-1.918
69.69,-9.529,-1.923
69.70,-9.528,-1.928
69.71,-9.528,-1.933
69.72,-9.527,-1.938
69.73,-9.527,-1.943
69.74,-9.526,-1.948
69.76,-9.525,-1.953
69.76,-9.525,-1.958
69.77,-9.524,-1.963
69.78,-9.524,-1.968
69.79,-9.523,-1.973
69.80,-9.523,-1.978
69.81,-9.522,-1.982
69.81,-9.522,-1.987
69.82,-9.521,-1.992
69.84,-9.521,-1.997
69.85,-9.520,-2.002
69.86,-9.519,-2.007
69.87,-9.519,-2.012
69.88,-9.518,-2.017
69.89,-9.518,-2.022
69.90,-9.517,-2.027
69.91,-9.517,-2.032
69.92,-9.516,-2.037
69.93,-9.515,-2.042
69.95,-9.515,-2.047
69.96,-9.514,-2.052
69.96,-9.514,-2.057
69.97,-9.513,-2.062
69.99,-9.512,-2.067
70.00,-9.512,-2.072
70.01,-9.511,-2.077
70.02,-9.511,-2.082
70.02,-9.510,-2.087
70.04,-9.509,-2.092
70.05,-9.509,-2.097
70.06,-9.508,-2.102
70.06,-9.508,-2.107
70.08,-9.507,-2.112
70.08,-9.506,-2.117
70.10,-9.506,-2.121
70.11,-9.505,-2.126
70.12,-9.504,-2.131
70.13,-9.504,-2.136
70.14,-9.503,-2.141
70.15,-9.502,-2.146
70.16,-9.502,-2.151
70.17,-9.501,-2.156
70.17,-9.501,-2.161
70.18,-9.500,-2.166
70.20,-9.499,-2.171
70.21,-9.499,-2.176
70.21,-9.498,-2.181
70.23,-9.497,-2.186
70.24,-9.497,-2.191
70.24,-9.496,-2.196
70.26,-9.495,-2.201
70.27,-9.495,-2.206
70.27,-9.494,-2.211
70.28,-9.493,-2.216
70.29,-9.493,-2.221
70.30,-9.492,-2.226
70.32,-9.491,-2.230
70.32,-9.490,-2.235
70.33,-9.490,-2.240
70.35,-9.489,-2.245
70.36,-9.488,-2.250
70.37,-9.488,-2.255
70.38,-9.487,-2.260
70.39,-9.486,-2.265
70.40,-9.486,-2.270
70.41,-9.485,-2.275
70.42,-9.484,-2.280
70.43,-9.483,-2.285
70.44,-9.483,-2.290
70.45,-9.482,-2.295
70.46,-9.481,-2.300
70.47,-9.480,-2.305
70.48,-9.480,-2.310
70.49,-9.479,-2.315
70.50,-9.478,-2.320
70.51,-9.477,-2.324
70.52,-9.477,-2.329
70.53,-9.476,-2.334
70.54,-9.475,-2.339
70.55,-9.474,-2.344
70.56,-9.474,-2.349
70.57,-9.473,-2.354
70.58,-9.472,-2.359
70.59,-9.471,-2.364
70.60,-9.471,-2.369
70.61,-9.470,-2.374
70.62,-9.469,-2.379
70.63,-9.468,-2.384
70.64,-9.467,-2.389
70.65,-9.467,-2.394
70.66,-9.466,-2.399
70.67,-9.465,-2.403
70.68,-9.464,-2.408
70.69,-9.463,-2.413
70.70,-9.463,-2.418
70.71,-9.462,-2.423
70.72,-9.461,-2.428
70.73,-9.460,-2.433
70.74,-9.459,-2.438
70.75,-9.458,-2.443
70.76,-9.458,-2.448
70.77,-9.457,-2.453
70.78,-9.456,-2.458
70.79,-9.455,-2.463
70.80,-9.454,-2.468
70.81,-9.453,-2.472
70.82,-9.453,-2.477
70.83,-9.452,-2.482
70.84,-9.451,-2.487
70.85,-9.450,-2.492
70.86,-9.449,-2.497
70.87,-9.448,-2.502
70.88,-9.447,-2.507
70.89,-9.447,-2.512
70.90,-9.446,-2.517
70.91,-9.445,-2.522
70.92,-9.444,-2.527
70.93,-9.443,-2.532
70.94,-9.442,-2.536
70.95,-9.441,-2.541
70.96,-9.440,-2.546
70.97,-9.439,-2.551
70.98,-9.438,-2.556
70.99,-9.438,-2.561
71.00,-9.437,-2.566
71.02,-9.436,-2.571
71.02,-9.435,-2.576
71.03,-9.434,-2.581
71.04,-9.433,-2.586
71.05,-9.432,-2.591
71.06,-9.431,-2.595
71.07,-9.430,-2.600
71.08,-9.429,-2.605
71.10,-9.428,-2.610
71.11,-9.427,-2.615
71.12,-9.426,-2.620
71.13,-9.425,-2.625
71.14,-9.424,-2.630
71.15,-9.424,-2.635
71.16,-9.423,-2.640
71.17,-9.422,-2.645
71.18,-9.421,-2.649
71.19,-9.420,-2.654
71.21,-9.419,-2.659
71.21,-9.418,-2.664
71.22,-9.417,-2.669
71.24,-9.416,-2.674
71.24,-9.415,-2.679
71.25,-9.414,-2.684
71.27,-9.413,-2.689
71.28,-9.412,-2.693
71.28,-9.411,-2.698
71.30,-9.410,-2.703
71.31,-9.409,-2.708
71.32,-9.408,-2.713
71.33,-9.407,-2.718
71.34,-9.406,-2.723
71.34,-9.405,-2.728
71.35,-9.403,-2.733
71.37,-9.402,-2.737
71.37,-9.401,-2.742
71.38,-9.400,-2.747
71.40,-9.399,-2.752
71.41,-9.398,-2.757
71.42,-9.397,-2.762
71.43,-9.396,-2.767
71.44,-9.395,-2.772
71.45,-9.394,-2.777
71.46,-9.393,-2.781
71.47,-9.392,-2.786
71.48,-9.391,-2.791
71.50,-9.390,-2.796
71.50,-9.389,-2.801
71.51,-9.387,-2.806
71.52,-9.386,-2.811
71.53,-9.385,-2.816
71.54,-9.384,-2.820
71.55,-9.383,-2.825
71.56,-9.382,-2.830
71.57,-9.381,-2.835
71.58,-9.380,-2.840
71.59,-9.379,-2.845
71.60,-9.377,-2.850
71.61,-9.376,-2.855
71.61,-9.375,-2.859
71.62,-9.374,-2.864
71.64,-9.373,-2.869
71.65,-9.372,-2.874
71.66,-9.371,-2.879
71.67,-9.369,-2.884
71.68,-9.368,-2.889
71.69,-9.367,-2.893
71.70,-9.366,-2.898
71.71,-9.365,-2.903
71.72,-9.364,-2.908
71.73,-9.362,-2.913
71.74,-9.361,-2.918
71.75,-9.360,-2.923
71.76,-9.359,-2.927
71.77,-9.358,-2.932
71.78,-9.356,-2.937
71.79,-9.355,-2.942
71.80,-9.354,-2.947
71.81,-9.353,-2.952
71.82,-9.352,-2.957
71.83,-9.350,-2.961
71.84,-9.349,-2.966
71.85,-9.348,-2.971
71.86,-9.347,-2.976
71.87,-9.345,-2.981
71.88,-9.344,-2.986
71.89,-9.343,-2.990
71.90,-9.342,-2.995
71.91,-9.340,-3.000
71.92,-9.339,-3.005
71.94,-9.338,-3.010
71.94,-9.337,-3.015
71.95,-9.335,-3.019
71.97,-9.334,-3.024
71.97,-9.333,-3.029
71.98,-9.332,-3.034
71.99,-9.330,-3.039
72.01,-9.329,-3.044
72.02,-9.328,-3.048
72.03,-9.326,-3.053
72.04,-9.325,-3.058
72.05,-9.324,-3.063
72.06,-9.323,-3.068
72.07,-9.321,-3.073
72.08,-9.320,-3.077
72.09,-9.319,-3.082
72.10,-9.317,-3.087
72.11,-9.316,-3.092
72.12,-9.315,-3.097
72.13,-9.313,-3.101
72.14,-9.312,-3.106
72.16,-9.311,-3.111
72.17,-9.309,-3.116
72.18,-9.308,-3.121
72.18,-9.306,-3.126
72.19,-9.305,-3.130
72.20,-9.304,-3.135
72.21,-9.302,-3.140
72.22,-9.301,-3.145
72.23,-9.300,-3.150
72.25,-9.298,-3.154
72.25,-9.297,-3.159
72.26,-9.295,-3.164
72.27,-9.294,-3.169
72.29,-9.293,-3.174
72.29,-9.291,-3.178
72.30,-9.290,-3.183
72.32,-9.288,-3.188
72.32,-9.287,-3.193
72.33,-9.285,-3.197
72.34,-9.284,-3.202
72.36,-9.283,-3.207
72.36,-9.281,-3.212
72.37,-9.280,-3.217
72.38,-9.278,-3.221
72.39,-9.277,-3.226
72.40,-9.275,-3.231
72.41,-9.274,-3.236
72.43,-9.272,-3.241
72.43,-9.271,-3.245
72.45,-9.269,-3.250
72.45,-9.268,-3.255
72.46,-9.266,-3.260
72.47,-9.265,-3.264
72.49,-9.263,-3.269
72.50,-9.262,-3.274
72.51,-9.260,-3.279
72.52,-9.259,-3.283
72.53,-9.257,-3.288
72.54,-9.256,-3.293
72.55,-9.254,-3.298
72.56,-9.253,-3.302
72.57,-9.251,-3.307
72.58,-9.250,-3.312
72.59,-9.248,-3.317
72.60,-9.247,-3.322
72.61,-9.245,-3.326
72.62,-9.244,-3.331
72.63,-9.242,-3.336
72.63,-9.241,-3.341
72.64,-9.239,-3.345
72.66,-9.237,-3.350
72.66,-9.236,-3.355
72.67,-9.234,-3.359
72.69,-9.233,-3.364
72.70,-9.231,-3.369
72.71,-9.229,-3.374
72.72,-9.228,-3.378
72.73,-9.226,-3.383
72.74,-9.225,-3.388
72.75,-9.223,-3.393
72.76,-9.221,-3.397
72.77,-9.220,-3.402
72.79,-9.218,-3.407
72.79,-9.216,-3.411
72.80,-9.215,-3.416
72.81,-9.213,-3.421
72.82,-9.212,-3.426
72.83,-9.210,-3.430
72.84,-9.208,-3.435
72.85,-9.207,-3.440
72.86,-9.205,-3.444
72.87,-9.203,-3.449
72.88,-9.202,-3.454
72.89,-9.200,-3.459
72.91,-9.198,-3.463
72.91,-9.196,-3.468
72.92,-9.195,-3.473
72.94,-9.193,-3.477
72.95,-9.191,-3.482
72.96,-9.190,-3.487
72.97,-9.188,-3.492
72.98,-9.186,-3.496
72.99,-9.184,-3.501
73.00,-9.183,-3.506
73.01,-9.181,-3.510
73.02,-9.179,-3.515
73.03,-9.177,-3.520
73.04,-9.176,-3.524
73.05,-9.174,-3.529
73.06,-9.172,-3.534
73.07,-9.170,-3.538
73.08,-9.169,-3.543
73.09,-9.167,-3.548
73.09,-9.165,-3.552
73.11,-9.163,-3.557
73.11,-9.161,-3.562
73.12,-9.160,-3.566
73.13,-9.158,-3.571
73.15,-9.156,-3.576
73.15,-9.154,-3.580
73.16,-9.152,-3.585
73.17,-9.151,-3.590
73.18,-9.149,-3.594
73.19,-9.147,-3.599
73.20,-9.145,-3.604
73.21,-9.143,-3.608
73.22,-9.141,-3.613
73.23,-9.140,-3.617
73.25,-9.138,-3.622
73.25,-9.136,-3.627
73.26,-9.134,-3.631
73.27,-9.132,-3.636
73.28,-9.130,-3.641
73.29,-9.128,-3.645
73.31,-9.126,-3.650
73.32,-9.124,-3.654
73.33,-9.123,-3.659
73.34,-9.121,-3.664
73.35,-9.119,-3.668
73.36,-9.117,-3.673
73.37,-9.115,-3.678
73.38,-9.113,-3.682
73.39,-9.111,-3.687
73.41,-9.109,-3.691
73.41,-9.107,-3.696
73.42,-9.105,-3.701
73.43,-9.103,-3.705
73.44,-9.101,-3.710
73.45,-9.099,-3.714
73.46,-9.097,-3.719
73.47,-9.095,-3.723
73.48,-9.093,-3.728
73.49,-9.091,-3.733
73.50,-9.089,-3.737
73.52,-9.087,-3.742
73.52,-9.085,-3.746
73.53,-9.083,-3.751
73.54,-9.081,-3.756
73.56,-9.079,-3.760
73.56,-9.077,-3.765
73.57,-9.075,-3.769
73.58,-9.073,-3.774
73.59,-9.071,-3.778
73.60,-9.069,-3.783
73.61,-9.067,-3.787
73.63,-9.065,-3.792
73.64,-9.063,-3.797
73.65,-9.061,-3.801
73.66,-9.059,-3.806
73.66,-9.056,-3.810
73.67,-9.054,-3.815
73.69,-9.052,-3.819
73.69,-9.050,-3.824
73.71,-9.048,-3.828
73.72,-9.046,-3.833
73.73,-9.044,-3.837
73.73,-9.042,-3.842
73.74,-9.040,-3.846
73.76,-9.037,-3.851
73.77,-9.035,-3.855
73.78,-9.033,-3.860
73.79,-9.031,-3.864
73.80,-9.029,-3.869
73.81,-9.027,-3.873
73.82,-9.024,-3.878
73.83,-9.022,-3.882
73.84,-9.020,-3.887
73.85,-9.018,-3.891
73.87,-9.016,-3.896
73.87,-9.013,-3.900
73.88,-9.011,-3.905
73.90,-9.009,-3.909
73.90,-9.007,-3.914
73.91,-9.004,-3.918
73.93,-9.002,-3.923
73.94,-9.000,-3.927
73.94,-8.998,-3.932
73.95,-8.995,-3.936
73.97,-8.993,-3.940
73.98,-8.991,-3.945
73.99,-8.989,-3.949
74.00,-8.986,-3.954
74.00,-8.984,-3.958
74.01,-8.982,-3.963
74.02,-8.979,-3.967
74.04,-8.977,-3.972
74.05,-8.975,-3.976
74.05,-8.973,-3.980
74.07,-8.970,-3.985
74.08,-8.968,-3.989
74.09,-8.965,-3.994
74.10,-8.963,-3.998
74.10,-8.961,-4.002
74.11,-8.958,-4.007
74.13,-8.956,-4.011
74.14,-8.954,-4.016
74.15,-8.951,-4.020
74.16,-8.949,-4.024
74.17,-8.946,-4.029
74.18,-8.944,-4.033
74.19,-8.942,-4.038
74.20,-8.939,-4.042
74.21,-8.937,-4.046
74.22,-8.934,-4.051
74.23,-8.932,-4.055
74.24,-8.929,-4.059
74.25,-8.927,-4.064
74.26,-8.925,-4.068
74.27,-8.922,-4.072
74.28,-8.920,-4.077
74.30,-8.917,-4.081
74.31,-8.915,-4.085
74.31,-8.912,-4.090
74.33,-8.910,-4.094
74.34,-8.907,-4.098
74.34,-8.905,-4.103
74.35,-8.902,-4.107
74.37,-8.900,-4.111
74.37,-8.897,-4.116
74.38,-8.895,-4.120
74.40,-8.892,-4.124
74.41,-8.889,-4.128
74.41,-8.887,-4.133
74.43,-8.884,-4.137
74.44,-8.882,-4.141
74.45,-8.879,-4.146
74.46,-8.877,-4.150
74.47,-8.874,-4.154
74.48,-8.871,-4.158
74.49,-8.869,-4.163
74.50,-8.866,-4.167
74.51,-8.863,-4.171
74.52,-8.861,-4.175
74.53,-8.858,-4.180
74.54,-8.855,-4.184
74.55,-8.853,-4.188
74.56,-8.850,-4.192
74.57,-8.847,-4.196
74.58,-8.845,-4.201
74.59,-8.842,-4.205
74.60,-8.839,-4.209
74.61,-8.837,-4.213
74.62,-8.834,-4.217
74.64,-8.831,-4.222
74.65,-8.829,-4.226
74.65,-8.826,-4.230
74.67,-8.823,-4.234
74.67,-8.820,-4.238
74.68,-8.818,-4.243
74.69,-8.815,-4.247
74.70,-8.812,-4.251
74.71,-8.809,-4.255
74.72,-8.806,-4.259
74.73,-8.804,-4.263
74.74,-8.801,-4.267
74.75,-8.798,-4.271
74.77,-8.795,-4.276
74.78,-8.792,-4.280
74.79,-8.790,-4.284
74.79,-8.787,-4.288
74.81,-8.784,-4.292
74.81,-8.781,-4.296
74.82,-8.778,-4.300
74.84,-8.775,-4.304
74.85,-8.772,-4.308
74.85,-8.769,-4.312
74.87,-8.767,-4.316
74.88,-8.764,-4.320
74.89,-8.761,-4.324
74.91,-8.758,-4.328
74.91,-8.755,-4.333
74.92,-8.752,-4.337
74.94,-8.749,-4.341
74.95,-8.746,-4.345
74.95,-8.743,-4.349
74.96,-8.740,-4.353
74.98,-8.737,-4.357
74.99,-8.734,-4.361
75.00,-8.731,-4.364
75.01,-8.728,-4.368
75.02,-8.725,-4.372
75.03,-8.722,-4.376
75.04,-8.719,-4.380
75.05,-8.716,-4.384
75.06,-8.713,-4.388
75.07,-8.710,-4.392
75.08,-8.707,-4.396
75.10,-8.704,-4.400
75.10,-8.700,-4.404
75.10,-8.697,-4.408
75.11,-8.694,-4.412
75.12,-8.691,-4.416
75.13,-8.688,-4.419
75.14,-8.685,-4.423
75.15,-8.682,-4.427
75.16,-8.678,-4.431
75.17,-8.675,-4.435
75.18,-8.672,-4.439
75.20,-8.669,-4.443
75.20,-8.666,-4.446
75.21,-8.663,-4.450
75.23,-8.659,-4.454
75.24,-8.656,-4.458
75.24,-8.653,-4.462
75.25,-8.650,-4.465
75.26,-8.646,-4.469
75.28,-8.643,-4.473
75.28,-8.640,-4.477
75.29,-8.637,-4.480
75.30,-8.633,-4.484
75.31,-8.630,-4.488
75.32,-8.627,-4.492
75.34,-8.623,-4.495
75.34,-8.620,-4.499
75.36,-8.617,-4.503
75.37,-8.613,-4.506
75.38,-8.610,-4.510
75.39,-8.607,-4.514
75.39,-8.603,-4.517
75.40,-8.600,-4.521
75.41,-8.596,-4.525
75.42,-8.593,-4.528
75.43,-8.590,-4.532
75.44,-8.586,-4.536
75.47,-8.583,-4.539
75.47,-8.579,-4.543
75.48,-8.576,-4.546
75.49,-8.572,-4.550
75.50,-8.569,-4.554
75.51,-8.566,-4.557
75.51,-8.562,-4.561
75.53,-8.559,-4.564
75.53,-8.555,-4.568
75.54,-8.552,-4.571
75.55,-8.548,-4.575
75.57,-8.544,-4.578
75.58,-8.541,-4.582
75.59,-8.537,-4.585
75.60,-8.534,-4.589
75.61,-8.530,-4.592
75.62,-8.527,-4.596
75.62,-8.523,-4.599
75.64,-8.519,-4.602
75.65,-8.516,-4.606
75.66,-8.512,-4.609
75.67,-8.508,-4.613
75.68,-8.505,-4.616
75.69,-8.501,-4.619
75.70,-8.497,-4.623
75.71,-8.494,-4.626
75.72,-8.490,-4.629
75.74,-8.486,-4.633
75.74,-8.483,-4.636
75.75,-8.479,-4.639
75.76,-8.475,-4.643
75.77,-8.472,-4.646
75.78,-8.468,-4.649
75.80,-8.464,-4.653
75.80,-8.460,-4.656
75.81,-8.456,-4.659
75.82,-8.453,-4.662
75.83,-8.449,-4.665
75.84,-8.445,-4.669
75.85,-8.441,-4.672
75.86,-8.437,-4.675
75.87,-8.433,-4.678
75.88,-8.430,-4.681
75.90,-8.426,-4.684
75.91,-8.422,-4.687
75.91,-8.418,-4.690
75.93,-8.414,-4.694
75.93,-8.410,-4.697
75.94,-8.406,-4.700
75.96,-8.402,-4.703
75.97,-8.398,-4.706
75.98,-8.394,-4.709
76.00,-8.390,-4.712
76.00,-8.387,-4.715
76.01,-8.383,-4.718
76.02,-8.379,-4.721
76.03,-8.375,-4.724
76.04,-8.371,-4.727
76.05,-8.366,-4.730
76.06,-8.362,-4.732
76.07,-8.358,-4.735
76.08,-8.354,-4.738
76.09,-8.350,-4.741
76.10,-8.346,-4.744
76.11,-8.342,-4.747
76.12,-8.338,-4.749
76.12,-8.334,-4.752
76.13,-8.330,-4.755
76.14,-8.326,-4.758
76.16,-8.322,-4.761
76.16,-8.317,-4.763
76.17,-8.313,-4.766
76.19,-8.309,-4.769
76.20,-8.305,-4.771
76.21,-8.301,-4.774
76.22,-8.297,-4.777
76.23,-8.292,-4.779
76.23,-8.288,-4.782
76.25,-8.284,-4.785
76.26,-8.280,-4.787
76.26,-8.275,-4.790
76.28,-8.271,-4.792
76.29,-8.267,-4.795
76.30,-8.262,-4.797
76.31,-8.258,-4.800
76.32,-8.254,-4.802
76.33,-8.250,-4.805
76.34,-8.245,-4.807
76.35,-8.241,-4.809
76.36,-8.237,-4.812
76.38,-8.228,-4.817
76.39,-8.224,-4.819
76.40,-8.219,-4.821
76.41,-8.215,-4.824
76.42,-8.210,-4.826
76.43,-8.206,-4.828
76.45,-8.202,-4.830
76.45,-8.197,-4.833
76.47,-8.193,-4.835
76.48,-8.188,-4.837
76.49,-8.184,-4.839
76.51,-8.175,-4.844
76.52,-8.170,-4.846
76.53,-8.166,-4.848
76.53,-8.161,-4.850
76.55,-8.157,-4.852
76.56,-8.152,-4.854
76.57,-8.148,-4.856
76.58,-8.143,-4.858
76.58,-8.139,-4.860
76.60,-8.134,-4.862
76.61,-8.130,-4.864
76.61,-8.125,-4.866
76.62,-8.120,-4.868
76.64,-8.116,-4.869
76.65,-8.111,-4.871
76.66,-8.107,-4.873
76.67,-8.102,-4.875
76.68,-8.097,-4.877
76.70,-8.088,-4.880
76.71,-8.083,-4.882
76.72,-8.079,-4.884
76.73,-8.074,-4.885
76.74,-8.069,-4.887
76.75,-8.065,-4.889
76.76,-8.060,-4.890
76.77,-8.055,-4.892
76.78,-8.051,-4.893
76.79,-8.046,-4.895
76.80,-8.041,-4.896
76.81,-8.037,-4.898
76.82,-8.032,-4.899
76.83,-8.027,-4.901
76.84,-8.022,-4.902
76.85,-8.018,-4.904
76.86,-8.013,-4.905
76.87,-8.008,-4.906
76.88,-8.003,-4.908
76.89,-7.999,-4.909
76.90,-7.994,-4.910
76.92,-7.989,-4.912
76.93,-7.984,-4.913
76.94,-7.979,-4.914
76.94,-7.975,-4.915
76.96,-7.970,-4.917
76.97,-7.965,-4.918
76.98,-7.960,-4.919
76.99,-7.955,-4.920
77.00,-7.951,-4.921
77.01,-7.946,-4.922
77.02,-7.941,-4.923
77.03,-7.936,-4.924
77.04,-7.931,-4.925
77.05,-7.926,-4.926
77.06,-7.922,-4.927
77.07,-7.917,-4.928
77.08,-7.912,-4.929
77.11,-7.907,-4.930
77.11,-7.902,-4.931
77.12,-7.897,-4.932
77.14,-7.892,-4.933
77.15,-7.887,-4.934
77.16,-7.883,-4.935
77.17,-7.878,-4.935
77.18,-7.873,-4.936
77.19,-7.868,-4.937
77.21,-7.863,-4.938
77.22,-7.858,-4.938
77.23,-7.853,-4.939
77.24,-7.848,-4.940
77.25,-7.843,-4.940
77.26,-7.838,-4.941
77.27,-7.834,-4.941
77.28,-7.829,-4.942
77.28,-7.824,-4.943
77.30,-7.819,-4.943
77.31,-7.814,-4.944
77.32,-7.809,-4.944
77.33,-7.804,-4.945
77.34,-7.799,-4.945
77.34,-7.794,-4.946
77.36,-7.789,-4.946
77.37,-7.784,-4.946
77.38,-7.779,-4.947
77.39,-7.774,-4.947
77.40,-7.769,-4.947
77.41,-7.764,-4.948
77.42,-7.760,-4.948
77.43,-7.755,-4.948
77.44,-7.750,-4.948
77.45,-7.745,-4.949
77.46,-7.740,-4.949
77.46,-7.735,-4.949
77.47,-7.730,-4.949
77.49,-7.725,-4.949
77.51,-7.720,-4.950
77.52,-7.715,-4.950
77.53,-7.710,-4.950
77.55,-7.705,-4.950
77.56,-7.700,-4.950
77.56,-7.695,-4.950
77.57,-7.690,-4.950
77.58,-7.685,-4.950
77.59,-7.680,-4.950
77.61,-7.675,-4.950
77.61,-7.670,-4.950
77.63,-7.665,-4.950
77.63,-7.660,-4.950
77.64,-7.655,-4.950
77.65,-7.650,-4.949
77.67,-7.646,-4.949
77.68,-7.641,-4.949
77.69,-7.636,-4.949
77.70,-7.631,-4.949
77.71,-7.626,-4.948
77.72,-7.621,-4.948
77.74,-7.616,-4.948
77.75,-7.611,-4.948
77.76,-7.606,-4.947
77.77,-7.601,-4.947
77.79,-7.596,-4.947
77.79,-7.591,-4.946
77.80,-7.586,-4.946
77.81,-7.581,-4.946
77.82,-7.576,-4.945
77.83,-7.571,-4.945
77.84,-7.566,-4.944
77.85,-7.561,-4.944
