time,v_rl,v_rr,delta_fl,delta_fr
44.12786364555359,0.4859193820134555,0.5136565963215928,0.08691981778061741,0.081928183411911
44.1470947265625,0.48581557898313565,0.513480551864445,0.08671755497821731,0.08174815360236565
44.16611123085022,0.4857118200682329,0.5133032782016775,0.08651106277481713,0.0815643560302739
44.187878131866455,0.485622296618663,0.5131185214497767,0.08619222548261174,0.08128058412147965
44.20839810371399,0.4856196305696657,0.5130837229099563,0.08608223181909036,0.08118262835365186
44.228039264678955,0.48456806703041894,0.5139213670920213,0.09155773554472368,0.0860389632301608
44.24779272079468,0.48480281015917137,0.5139358677937682,0.09141357121393323,0.08591138780403185
44.267648458480835,0.48492138793630096,0.514063685368385,0.09141356957723268,0.08591116316869929
44.28715181350708,0.485117039586974,0.5141680154190199,0.09101225212740438,0.08555615236769043
44.30687713623047,0.48527232516097635,0.5143012608950432,0.090806192793214,0.08537396980847589
44.32676649093628,0.48542681573307145,0.5143843453045074,0.09059024805512284,0.08518297545390663
44.34573411941528,0.4855372496505222,0.5144149139844396,0.09036983165800816,0.08498798181071798
44.36443901062012,0.4855920423688186,0.5143743479941171,0.09014545731140977,0.0847893692971109
44.38614869117737,0.48557023962539303,0.5142669089135659,0.08991800743268108,0.08458800398975974
44.404860734939575,0.4854726066876751,0.5141095198246209,0.08968605425256726,0.08438260391657959
44.426382064819336,0.4842238069896076,0.5146876931105594,0.0954769791536565,0.089493629771491
